,Customer Name,City,State,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Category_Furniture,Category_Office Supplies,Category_Technology
0,0.11111111111111112,0.044789762340036565,0.069,0.10996563573883161,1.0948155413470522,-0.3333333333333333,-1.0,1.2373289618948848,0.6666666666667425,0.9090909090909091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.11111111111111112,0.044789762340036565,0.069,0.377319587628866,3.579802540875149,0.0,-1.0,7.841635720897037,0.6666666666667425,0.9090909090909091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,0.2222222222222222,0.6654478976234004,1.0,0.2034364261168385,-0.21297773594832062,-0.3333333333333333,-1.0,-0.06526304833487591,0.6666666666667425,0.4545454545454545,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3,0.38888888888888884,0.01279707495429616,0.191,0.17250859106529212,4.772845338666588,0.6666666666666666,1.25,-14.55875235578156,0.33333333333337123,0.8181818181818182,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4,0.38888888888888884,0.01279707495429616,0.191,0.5347079037800688,-0.1720107176234053,-0.3333333333333333,0.0,-0.227147524896011,0.33333333333337123,0.8181818181818182,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5,0.6388888888888888,0.6654478976234004,1.0,0.6109965635738832,-0.03193608552948998,1.3333333333333333,-1.0,0.20601890572784826,0.0,0.4545454545454545,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6,0.6388888888888888,0.6654478976234004,1.0,0.5003436426116838,-0.2517874822705816,0.3333333333333333,-1.0,-0.24762191518071208,0.0,0.4545454545454545,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7,0.6388888888888888,0.6654478976234004,1.0,0.5642611683848797,4.50622396766207,1.0,0.0,3.051386705028269,0.0,0.4545454545454545,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8,0.6388888888888888,0.6654478976234004,1.0,1.0,-0.19244135247207242,0.0,0.0,-0.10573974328950739,0.0,0.4545454545454545,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9,0.6388888888888888,0.6654478976234004,1.0,0.27353951890034367,0.31724588274327803,0.6666666666666666,-1.0,0.9606347507053404,0.0,0.4545454545454545,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10,0.6388888888888888,0.6654478976234004,1.0,0.17250859106529212,8.73105083733085,2.0,0.0,2.8504343559376846,0.0,0.4545454545454545,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
